outer_iter,best_avg,opt_avg
0,6.198491654575344e+147,4.630764056175874e+146
1,1.1640596153775267e+147,4.630764056175873e+146
2,1.1640596153775267e+147,4.630764056175873e+146
3,1.1640596153775267e+147,4.630764056175873e+146
4,6.250903501917148e+146,4.630764056175873e+146
5,6.250903501917148e+146,4.630764056175873e+146
6,6.250903501917148e+146,4.630764056175873e+146
7,6.250903501917148e+146,4.630764056175873e+146
8,4.329470133318247e+146,4.630764056175873e+146
9,2.6427171698825387e+146,4.630764056175873e+146
10,2.6427171698825387e+146,4.630764056175873e+146
11,2.6427171698825387e+146,4.630764056175873e+146
12,2.6427171698825387e+146,4.630764056175873e+146
13,2.6427171698825387e+146,4.630764056175873e+146
14,2.6427171698825387e+146,4.630764056175873e+146
15,2.6427171698825387e+146,4.630764056175873e+146
16,9.433685134955257e+145,4.630764056175873e+146
17,9.433685134955257e+145,4.630764056175873e+146
18,9.433685134955257e+145,4.630764056175873e+146
19,9.433685134955257e+145,4.630764056175873e+146
20,9.433685134955257e+145,4.630764056175873e+146
21,9.433685134955257e+145,4.630764056175873e+146
22,9.433685134955257e+145,2.9804173667631595e+146
23,9.433685134955257e+145,2.9804173667631595e+146
24,9.433685134955257e+145,2.9804173667631595e+146
25,9.433685134955257e+145,2.9804173667631595e+146
26,7.589990110534835e+145,1.0255523529631907e+146
27,7.589990110534835e+145,1.0255523529631907e+146
28,7.47126698399413e+145,1.0255523529631907e+146
29,7.47126698399413e+145,1.0255523529631907e+146
30,7.47126698399413e+145,5.71510361823903e+145
31,5.715103618239031e+145,5.71510361823903e+145
32,2.2411894016724878e+145,5.71510361823903e+145
33,2.0568877802591674e+145,5.71510361823903e+145
34,2.0568877802591674e+145,5.71510361823903e+145
35,2.0568877802591674e+145,5.71510361823903e+145
36,2.0568877802591674e+145,5.71510361823903e+145
37,2.0568877802591674e+145,5.71510361823903e+145
38,2.0568877802591674e+145,5.71510361823903e+145
39,2.0568877802591674e+145,5.71510361823903e+145
40,2.0568877802591674e+145,5.71510361823903e+145
41,2.0568877802591674e+145,5.71510361823903e+145
42,2.0568877802591674e+145,5.71510361823903e+145
43,2.0568877802591674e+145,5.71510361823903e+145
44,2.0568877802591674e+145,5.71510361823903e+145
45,2.0568877802591674e+145,5.71510361823903e+145
46,2.0568877802591674e+145,5.71510361823903e+145
47,2.0568877802591674e+145,5.71510361823903e+145
48,2.012908874354485e+145,5.71510361823903e+145
49,2.012908874354485e+145,5.71510361823903e+145
50,2.012908874354485e+145,5.71510361823903e+145
51,2.012908874354485e+145,5.71510361823903e+145
52,2.012908874354485e+145,5.71510361823903e+145
53,2.012908874354485e+145,5.71510361823903e+145
54,2.012908874354485e+145,4.110802500145766e+145
55,2.012908874354485e+145,4.110802500145766e+145
56,2.012908874354485e+145,4.110802500145766e+145
57,2.012908874354485e+145,4.110802500145766e+145
58,2.012908874354485e+145,4.110802500145766e+145
59,2.012908874354485e+145,2.196403461793869e+145
60,2.012908874354485e+145,2.196403461793869e+145
61,2.012908874354485e+145,2.196403461793869e+145
62,2.012908874354485e+145,1.3257214114855423e+145
63,2.012908874354485e+145,1.3257214114855423e+145
64,2.012908874354485e+145,1.3257214114855423e+145
65,2.012908874354485e+145,9.319611764274157e+144
66,1.0063913652924244e+145,9.319611764274157e+144
67,9.426837352917747e+144,9.319611764274157e+144
68,9.426837352917747e+144,9.319611764274157e+144
69,9.426837352917747e+144,9.319611764274157e+144
70,7.764177449548536e+144,9.319611764274157e+144
71,1.978424965416729e+144,9.319611764274157e+144
72,1.978424965416729e+144,9.319611764274157e+144
73,1.978424965416729e+144,9.319611764274157e+144
74,1.978424965416729e+144,9.319611764274157e+144
75,1.978424965416729e+144,9.319611764274157e+144
76,1.978424965416729e+144,9.319611764274157e+144
77,1.978424965416729e+144,9.319611764274157e+144
78,1.978424965416729e+144,9.319611764274157e+144
79,1.978424965416729e+144,9.319611764274157e+144
80,1.978424965416729e+144,9.319611764274157e+144
81,1.3096923544083871e+144,9.319611764274157e+144
82,1.3096923544083871e+144,9.319611764274157e+144
83,1.3096923544083871e+144,9.319611764274157e+144
84,1.3096923544083871e+144,9.319611764274157e+144
85,1.3096923544083871e+144,9.319611764274157e+144
86,1.3096923544083871e+144,9.319611764274157e+144
87,1.3096923544083871e+144,9.319611764274157e+144
88,1.3096923544083871e+144,9.319611764274157e+144
89,1.3096923544083871e+144,9.319611764274157e+144
90,1.3096923544083871e+144,9.319611764274157e+144
91,1.3096923544083871e+144,9.319611764274157e+144
92,1.3096923544083871e+144,9.319611764274157e+144
93,1.319620698076421e+143,9.319611764274157e+144
94,1.319620698076421e+143,9.319611764274157e+144
95,1.319620698076421e+143,2.4231074257485773e+144
96,1.319620698076421e+143,2.423107425748577e+144
97,1.319620698076421e+143,2.423107425748577e+144
98,1.319620698076421e+143,2.423107425748577e+144
99,1.319620698076421e+143,2.423107425748577e+144
100,1.319620698076421e+143,2.423107425748577e+144
101,1.319620698076421e+143,2.423107425748577e+144
102,1.319620698076421e+143,2.423107425748577e+144
103,1.319620698076421e+143,2.423107425748577e+144
104,1.319620698076421e+143,2.423107425748577e+144
105,1.319620698076421e+143,2.423107425748577e+144
106,1.319620698076421e+143,2.423107425748577e+144
107,1.319620698076421e+143,2.423107425748577e+144
108,1.319620698076421e+143,2.423107425748577e+144
109,1.319620698076421e+143,2.423107425748577e+144
110,1.319620698076421e+143,2.423107425748577e+144
111,1.319620698076421e+143,2.423107425748577e+144
112,1.319620698076421e+143,2.423107425748577e+144
113,1.319620698076421e+143,2.423107425748577e+144
114,1.319620698076421e+143,2.423107425748577e+144
115,1.319620698076421e+143,2.423107425748577e+144
116,1.319620698076421e+143,2.423107425748577e+144
117,1.319620698076421e+143,2.423107425748577e+144
118,1.319620698076421e+143,2.423107425748577e+144
119,1.319620698076421e+143,2.423107425748577e+144
120,1.319620698076421e+143,2.423107425748577e+144
121,1.319620698076421e+143,2.423107425748577e+144
122,1.319620698076421e+143,2.423107425748577e+144
123,1.319620698076421e+143,2.423107425748577e+144
124,1.319620698076421e+143,2.423107425748577e+144
125,1.319620698076421e+143,2.423107425748577e+144
126,1.319620698076421e+143,2.423107425748577e+144
127,1.319620698076421e+143,2.423107425748577e+144
128,1.319620698076421e+143,2.423107425748577e+144
129,1.319620698076421e+143,2.423107425748577e+144
130,1.319620698076421e+143,2.423107425748577e+144
131,1.319620698076421e+143,2.423107425748577e+144
132,1.319620698076421e+143,2.423107425748577e+144
133,1.319620698076421e+143,2.423107425748577e+144
134,1.319620698076421e+143,2.423107425748577e+144
135,1.319620698076421e+143,2.423107425748577e+144
136,1.319620698076421e+143,2.423107425748577e+144
137,1.319620698076421e+143,2.423107425748577e+144
138,1.319620698076421e+143,2.423107425748577e+144
139,1.319620698076421e+143,2.423107425748577e+144
140,1.319620698076421e+143,2.423107425748577e+144
141,1.319620698076421e+143,2.423107425748577e+144
142,1.319620698076421e+143,2.423107425748577e+144
143,1.319620698076421e+143,2.423107425748577e+144
144,1.319620698076421e+143,1.3813259589526326e+144
145,1.319620698076421e+143,1.3813259589526326e+144
146,1.319620698076421e+143,1.3813259589526326e+144
147,1.319620698076421e+143,1.3813259589526326e+144
148,1.319620698076421e+143,1.3813259589526326e+144
149,1.319620698076421e+143,1.3813259589526326e+144
150,1.319620698076421e+143,1.3813259589526326e+144
151,1.319620698076421e+143,1.3813259589526326e+144
152,1.6263372706587138e+142,1.3813259589526326e+144
153,1.6263372706587138e+142,1.3813259589526326e+144
154,1.6263372706587138e+142,1.3813259589526326e+144
155,1.6263372706587138e+142,1.3813259589526326e+144
156,1.6263372706587138e+142,1.3813259589526326e+144
157,1.6263372706587138e+142,1.1319826588267374e+144
158,1.6263372706587138e+142,1.1319826588267374e+144
159,1.6263372706587138e+142,1.1319826588267374e+144
160,1.6263372706587138e+142,1.1319826588267374e+144
161,1.6263372706587138e+142,1.1319826588267374e+144
162,1.6263372706587138e+142,1.1319826588267374e+144
163,1.6263372706587138e+142,1.1319826588267374e+144
164,1.6263372706587138e+142,1.1319826588267374e+144
165,1.6263372706587138e+142,1.1319826588267374e+144
166,1.6263372706587138e+142,1.1319826588267374e+144
167,1.6263372706587138e+142,1.1319826588267374e+144
168,1.6263372706587138e+142,1.1319826588267374e+144
169,1.6263372706587138e+142,1.1319826588267374e+144
170,1.6263372706587138e+142,1.1319826588267374e+144
171,1.6263372706587138e+142,1.1319826588267374e+144
172,1.6263372706587138e+142,1.1319826588267374e+144
173,1.6263372706587138e+142,1.1319826588267374e+144
174,1.6263372706587138e+142,1.1319826588267374e+144
175,1.6263372706587138e+142,1.1319826588267374e+144
176,1.6263372706587138e+142,1.1319826588267374e+144
177,1.6263372706587138e+142,1.1319826588267374e+144
178,1.6263372706587138e+142,1.1319826588267374e+144
179,1.6263372706587138e+142,1.1319826588267374e+144
180,1.6263372706587138e+142,1.1319826588267374e+144
181,1.6263372706587138e+142,1.1319826588267374e+144
182,1.6263372706587138e+142,1.5781807911411827e+143
183,1.6263372706587138e+142,1.5781807911411827e+143
184,1.6263372706587138e+142,1.5781807911411825e+143
185,1.6263372706587138e+142,1.1022220841991055e+143
186,1.6263372706587138e+142,1.1022220841991053e+143
187,1.6263372706587138e+142,1.1022220841991053e+143
188,1.6263372706587138e+142,1.1022220841991053e+143
189,1.6263372706587138e+142,1.1022220841991053e+143
190,1.6263372706587138e+142,1.1022220841991053e+143
191,1.6263372706587138e+142,1.1022220841991053e+143
192,1.6263372706587138e+142,1.1022220841991053e+143
193,1.6263372706587138e+142,1.1022220841991053e+143
194,1.6263372706587138e+142,1.1022220841991053e+143
195,1.6263372706587138e+142,1.1022220841991053e+143
196,1.6263372706587138e+142,1.1022220841991053e+143
197,1.6263372706587138e+142,1.1022220841991053e+143
198,1.6263372706587138e+142,1.1022220841991053e+143
199,1.6263372706587138e+142,1.1022220841991053e+143
200,1.6263372706587138e+142,1.1022220841991053e+143
201,1.6263372706587138e+142,1.1022220841991053e+143
202,1.6263372706587138e+142,1.1022220841991053e+143
203,1.0154639809220815e+142,1.1022220841991053e+143
204,1.0154639809220815e+142,1.1022220841991053e+143
205,1.0154639809220815e+142,1.1022220841991053e+143
206,1.0154639809220815e+142,1.1022220841991053e+143
207,1.0154639809220815e+142,1.1022220841991053e+143
208,1.0154639809220815e+142,1.1022220841991053e+143
209,1.0154639809220815e+142,1.1022220841991053e+143
210,1.0154639809220815e+142,1.1022220841991053e+143
211,1.0154639809220815e+142,1.1022220841991053e+143
212,1.0154639809220815e+142,1.1022220841991053e+143
213,1.0154639809220815e+142,1.1022220841991053e+143
214,1.0154639809220815e+142,1.1022220841991053e+143
215,1.0154639809220815e+142,1.1022220841991053e+143
216,1.0154639809220815e+142,1.1022220841991053e+143
217,1.0154639809220815e+142,1.1022220841991053e+143
218,1.0154639809220815e+142,1.1022220841991053e+143
219,1.0154639809220815e+142,1.1022220841991053e+143
220,1.0154639809220815e+142,1.1022220841991053e+143
221,1.0154639809220815e+142,1.1022220841991053e+143
222,1.0154639809220815e+142,1.1022220841991053e+143
223,1.0154639809220815e+142,1.1022220841991053e+143
224,1.0154639809220815e+142,9.162756361358034e+142
225,1.0154639809220815e+142,9.162756361358034e+142
226,1.0154639809220815e+142,9.162756361358034e+142
227,1.0154639809220815e+142,9.162756361358034e+142
228,1.0154639809220815e+142,9.162756361358034e+142
229,1.0154639809220815e+142,9.162756361358032e+142
230,1.0154639809220815e+142,9.162756361358032e+142
231,1.0154639809220815e+142,9.162756361358032e+142
232,1.0154639809220815e+142,9.162756361358032e+142
233,1.0154639809220815e+142,9.162756361358032e+142
234,1.0154639809220815e+142,9.162756361358032e+142
235,1.0154639809220815e+142,9.162756361358032e+142
236,9.639532045423265e+141,9.162756361358032e+142
237,9.639532045423265e+141,9.162756361358032e+142
238,9.639532045423265e+141,9.162756361358032e+142
239,9.639532045423265e+141,9.162756361358032e+142
240,9.639532045423265e+141,9.162756361358032e+142
241,5.514479928153963e+141,8.015929176227977e+142
242,5.514479928153963e+141,8.015929176227977e+142
243,5.514479928153963e+141,8.015929176227977e+142
244,5.514479928153963e+141,8.015929176227977e+142
245,5.514479928153963e+141,8.015929176227977e+142
246,5.514479928153963e+141,8.015929176227977e+142
247,5.514479928153963e+141,8.015929176227977e+142
248,5.514479928153963e+141,8.015929176227977e+142
249,5.514479928153963e+141,8.015929176227977e+142
250,5.514479928153963e+141,8.015929176227977e+142
251,5.514479928153963e+141,8.015929176227977e+142
252,5.514479928153963e+141,8.015929176227977e+142
253,5.514479928153963e+141,8.015929176227977e+142
254,5.514479928153963e+141,8.015929176227977e+142
255,5.514479928153963e+141,8.015929176227977e+142
256,5.514479928153963e+141,8.015929176227977e+142
257,5.514479928153963e+141,5.689175839154329e+142
258,5.514479928153963e+141,5.689175839154328e+142
259,5.514479928153963e+141,5.689175839154328e+142
260,5.514479928153963e+141,5.689175839154328e+142
261,5.514479928153963e+141,4.988650569557099e+142
262,5.514479928153963e+141,4.988650569557099e+142
263,5.514479928153963e+141,4.988650569557099e+142
264,5.514479928153963e+141,4.988650569557099e+142
265,5.514479928153963e+141,4.988650569557099e+142
266,5.514479928153963e+141,4.988650569557099e+142
267,5.514479928153963e+141,4.988650569557099e+142
268,5.514479928153963e+141,4.988650569557099e+142
269,5.514479928153963e+141,4.988650569557099e+142
270,5.514479928153963e+141,4.988650569557099e+142
271,5.514479928153963e+141,4.988650569557099e+142
272,5.514479928153963e+141,4.988650569557099e+142
273,5.514479928153963e+141,4.988650569557099e+142
274,5.514479928153963e+141,4.988650569557099e+142
275,5.514479928153963e+141,4.988650569557099e+142
276,5.514479928153963e+141,4.988650569557099e+142
277,4.128006595116269e+141,4.988650569557099e+142
278,4.128006595116269e+141,4.988650569557099e+142
279,4.128006595116269e+141,4.988650569557099e+142
280,4.128006595116269e+141,4.988650569557099e+142
281,4.128006595116269e+141,4.988650569557099e+142
282,4.128006595116269e+141,4.988650569557099e+142
283,4.128006595116269e+141,4.988650569557099e+142
284,4.128006595116269e+141,4.988650569557099e+142
285,4.128006595116269e+141,4.988650569557099e+142
286,4.128006595116269e+141,8.4495187457189e+141
287,4.128006595116269e+141,8.4495187457189e+141
288,4.128006595116269e+141,8.4495187457189e+141
289,4.128006595116269e+141,8.4495187457189e+141
290,4.128006595116269e+141,8.4495187457189e+141
291,4.128006595116269e+141,8.4495187457189e+141
292,3.196394275843107e+141,8.4495187457189e+141
293,3.196394275843107e+141,8.4495187457189e+141
294,3.196394275843107e+141,8.4495187457189e+141
295,3.196394275843107e+141,8.4495187457189e+141
296,3.196394275843107e+141,8.4495187457189e+141
297,3.196394275843107e+141,8.4495187457189e+141
298,3.196394275843107e+141,8.4495187457189e+141
299,3.196394275843107e+141,8.4495187457189e+141
300,3.196394275843107e+141,8.4495187457189e+141
301,3.196394275843107e+141,8.4495187457189e+141
302,3.196394275843107e+141,8.4495187457189e+141
303,3.196394275843107e+141,8.4495187457189e+141
304,3.196394275843107e+141,8.4495187457189e+141
305,3.196394275843107e+141,8.4495187457189e+141
306,3.196394275843107e+141,8.4495187457189e+141
307,3.196394275843107e+141,8.4495187457189e+141
308,3.196394275843107e+141,8.4495187457189e+141
309,3.196394275843107e+141,8.4495187457189e+141
310,3.196394275843107e+141,8.4495187457189e+141
311,3.196394275843107e+141,8.4495187457189e+141
312,3.196394275843107e+141,8.4495187457189e+141
313,3.196394275843107e+141,8.4495187457189e+141
314,3.196394275843107e+141,8.4495187457189e+141
315,3.196394275843107e+141,8.4495187457189e+141
316,3.196394275843107e+141,8.4495187457189e+141
317,3.196394275843107e+141,8.4495187457189e+141
318,3.196394275843107e+141,8.4495187457189e+141
319,3.196394275843107e+141,8.4495187457189e+141
320,3.196394275843107e+141,8.4495187457189e+141
321,3.196394275843107e+141,8.4495187457189e+141
322,2.9237900942126623e+141,8.4495187457189e+141
323,2.9237900942126623e+141,8.4495187457189e+141
324,2.9237900942126623e+141,8.4495187457189e+141
325,2.9237900942126623e+141,8.4495187457189e+141
326,2.9237900942126623e+141,8.4495187457189e+141
327,2.9237900942126623e+141,8.4495187457189e+141
328,2.9237900942126623e+141,8.4495187457189e+141
329,2.9237900942126623e+141,8.4495187457189e+141
330,2.9237900942126623e+141,8.4495187457189e+141
331,2.9237900942126623e+141,8.4495187457189e+141
332,2.9237900942126623e+141,8.4495187457189e+141
333,2.9237900942126623e+141,8.4495187457189e+141
334,2.9237900942126623e+141,8.4495187457189e+141
335,2.9237900942126623e+141,8.4495187457189e+141
336,2.9237900942126623e+141,8.4495187457189e+141
337,2.9237900942126623e+141,8.4495187457189e+141
338,2.9237900942126623e+141,8.4495187457189e+141
339,2.9237900942126623e+141,8.4495187457189e+141
340,2.9237900942126623e+141,8.4495187457189e+141
341,2.9237900942126623e+141,8.4495187457189e+141
342,2.9237900942126623e+141,8.4495187457189e+141
343,2.9237900942126623e+141,8.4495187457189e+141
344,2.9237900942126623e+141,8.4495187457189e+141
345,2.9237900942126623e+141,8.4495187457189e+141
346,2.9237900942126623e+141,8.4495187457189e+141
347,2.9237900942126623e+141,8.4495187457189e+141
348,2.9237900942126623e+141,8.4495187457189e+141
349,2.9237900942126623e+141,8.4495187457189e+141
350,2.9237900942126623e+141,8.4495187457189e+141
351,2.9237900942126623e+141,8.4495187457189e+141
352,2.9237900942126623e+141,8.4495187457189e+141
353,2.9237900942126623e+141,8.4495187457189e+141
354,2.9237900942126623e+141,8.4495187457189e+141
355,2.9237900942126623e+141,8.4495187457189e+141
356,2.9237900942126623e+141,8.4495187457189e+141
357,2.9237900942126623e+141,8.4495187457189e+141
358,2.9237900942126623e+141,8.4495187457189e+141
359,2.9237900942126623e+141,8.4495187457189e+141
360,2.9237900942126623e+141,8.4495187457189e+141
361,2.9237900942126623e+141,8.4495187457189e+141
362,2.9237900942126623e+141,8.4495187457189e+141
363,2.9237900942126623e+141,8.4495187457189e+141
364,2.9237900942126623e+141,8.4495187457189e+141
365,2.9237900942126623e+141,8.4495187457189e+141
366,2.9237900942126623e+141,8.4495187457189e+141
367,2.9237900942126623e+141,7.137769097310328e+141
368,2.9237900942126623e+141,7.137769097310328e+141
369,2.9237900942126623e+141,7.137769097310328e+141
370,2.9237900942126623e+141,7.137769097310328e+141
371,2.9237900942126623e+141,7.137769097310328e+141
372,2.9237900942126623e+141,7.137769097310328e+141
373,8.884448620874672e+140,7.137769097310328e+141
374,8.884448620874672e+140,7.137769097310328e+141
375,8.884448620874672e+140,7.137769097310328e+141
376,8.884448620874672e+140,7.137769097310328e+141
377,8.290495712237548e+140,7.137769097310328e+141
378,8.290495712237548e+140,7.137769097310328e+141
379,8.290495712237548e+140,7.137769097310328e+141
380,8.290495712237548e+140,7.137769097310328e+141
381,8.290495712237548e+140,7.137769097310328e+141
382,8.290495712237548e+140,6.032152201258788e+141
383,8.290495712237548e+140,6.032152201258788e+141
384,8.290495712237548e+140,6.032152201258788e+141
385,8.290495712237548e+140,6.032152201258788e+141
386,8.290495712237548e+140,6.032152201258788e+141
387,8.290495712237548e+140,6.032152201258788e+141
388,8.290495712237548e+140,6.032152201258788e+141
389,7.3866018031933015e+140,6.032152201258788e+141
390,7.3866018031933015e+140,6.032152201258788e+141
391,7.3866018031933015e+140,6.032152201258788e+141
392,7.3866018031933015e+140,2.0402997232066773e+141
393,7.3866018031933015e+140,2.0402997232066773e+141
394,7.3866018031933015e+140,2.0402997232066773e+141
395,7.3866018031933015e+140,2.0402997232066773e+141
396,7.3866018031933015e+140,2.0402997232066773e+141
397,7.3866018031933015e+140,2.0402997232066773e+141
398,5.107031270916405e+140,2.0402997232066773e+141
399,5.107031270916405e+140,2.0402997232066773e+141
400,5.107031270916405e+140,2.0402997232066773e+141
401,5.107031270916405e+140,2.0402997232066773e+141
402,5.107031270916405e+140,2.0402997232066773e+141
403,5.107031270916405e+140,2.0402997232066773e+141
404,5.107031270916405e+140,2.0402997232066773e+141
405,5.107031270916405e+140,2.0402997232066773e+141
406,5.107031270916405e+140,2.0402997232066773e+141
407,5.107031270916405e+140,2.0402997232066773e+141
408,5.107031270916405e+140,2.0402997232066773e+141
409,5.107031270916405e+140,2.0402997232066773e+141
410,5.107031270916405e+140,2.0402997232066773e+141
411,5.107031270916405e+140,2.0402997232066773e+141
412,5.107031270916405e+140,2.0402997232066773e+141
413,3.835138485090511e+140,2.0402997232066773e+141
414,3.835138485090511e+140,2.0402997232066773e+141
415,3.835138485090511e+140,2.0402997232066773e+141
416,3.835138485090511e+140,2.0402997232066773e+141
417,3.835138485090511e+140,2.0402997232066773e+141
418,3.0897571243024207e+140,2.0402997232066773e+141
419,3.0897571243024207e+140,2.0402997232066773e+141
420,3.0897571243024207e+140,2.0402997232066773e+141
421,3.0897571243024207e+140,2.0402997232066773e+141
422,3.0897571243024207e+140,2.0402997232066773e+141
423,3.0897571243024207e+140,2.0402997232066773e+141
424,3.0897571243024207e+140,2.0402997232066773e+141
425,3.0897571243024207e+140,2.0402997232066773e+141
426,3.0897571243024207e+140,2.0402997232066773e+141
427,3.0897571243024207e+140,2.0402997232066773e+141
428,3.0897571243024207e+140,2.0402997232066773e+141
429,3.0897571243024207e+140,2.0402997232066773e+141
430,3.0897571243024207e+140,2.0402997232066773e+141
431,3.0897571243024207e+140,2.0402997232066773e+141
432,3.0897571243024207e+140,2.0402997232066773e+141
433,3.0897571243024207e+140,2.0402997232066773e+141
434,3.0687695537003746e+140,2.0402997232066773e+141
435,3.0687695537003746e+140,2.0402997232066773e+141
436,3.0687695537003746e+140,2.0402997232066773e+141
437,3.0687695537003746e+140,2.0402997232066773e+141
438,3.0687695537003746e+140,2.0402997232066773e+141
439,3.0687695537003746e+140,2.0402997232066773e+141
440,3.0687695537003746e+140,2.0402997232066773e+141
441,3.0687695537003746e+140,2.0402997232066773e+141
442,3.0687695537003746e+140,1.7500865510282234e+141
443,3.0687695537003746e+140,1.7500865510282234e+141
444,3.0687695537003746e+140,1.7500865510282234e+141
445,3.0687695537003746e+140,1.7500865510282234e+141
446,3.0687695537003746e+140,1.7500865510282234e+141
447,1.437150331715016e+140,1.7500865510282234e+141
448,1.437150331715016e+140,1.4303231226020681e+141
449,1.437150331715016e+140,8.003847347779621e+140
450,1.437150331715016e+140,8.003847347779621e+140
451,1.4042249123895063e+140,8.003847347779621e+140
452,8.233556345770576e+139,8.003847347779621e+140
453,8.233556345770576e+139,8.003847347779621e+140
454,8.233556345770576e+139,8.003847347779621e+140
455,8.233556345770576e+139,8.003847347779621e+140
456,8.233556345770576e+139,8.003847347779621e+140
457,8.233556345770576e+139,7.097790048343775e+140
458,8.233556345770576e+139,7.097790048343775e+140
459,8.233556345770576e+139,7.097790048343775e+140
460,8.233556345770576e+139,7.097790048343775e+140
461,8.233556345770576e+139,7.097790048343775e+140
462,8.233556345770576e+139,7.097790048343775e+140
463,8.233556345770576e+139,7.097790048343775e+140
464,8.233556345770576e+139,7.097790048343775e+140
465,8.233556345770576e+139,7.097790048343775e+140
466,8.233556345770576e+139,7.097790048343775e+140
467,8.233556345770576e+139,7.097790048343775e+140
468,8.233556345770576e+139,7.097790048343775e+140
469,8.233556345770576e+139,6.870564122110692e+140
470,8.233556345770576e+139,6.870564122110692e+140
471,8.233556345770576e+139,6.870564122110692e+140
472,8.233556345770576e+139,6.870564122110692e+140
473,8.233556345770576e+139,6.870564122110692e+140
474,8.233556345770576e+139,6.870564122110692e+140
475,8.233556345770576e+139,6.870564122110692e+140
476,8.233556345770576e+139,6.870564122110692e+140
477,8.233556345770576e+139,6.870564122110692e+140
478,8.233556345770576e+139,6.870564122110692e+140
479,8.233556345770576e+139,2.887800039177847e+140
480,8.233556345770576e+139,2.887800039177847e+140
481,8.233556345770576e+139,1.950675013191201e+140
482,8.233556345770576e+139,1.950675013191201e+140
483,8.233556345770576e+139,1.950675013191201e+140
484,8.045502931317959e+139,1.9506750131912004e+140
485,8.045502931317959e+139,1.9506750131912004e+140
486,8.045502931317959e+139,1.9506750131912004e+140
487,8.045502931317959e+139,1.9506750131912004e+140
488,8.045502931317959e+139,1.9506750131912004e+140
489,8.045502931317959e+139,1.9506750131912004e+140
490,8.045502931317959e+139,1.9506750131912004e+140
491,8.045502931317959e+139,1.9506750131912004e+140
492,8.045502931317959e+139,1.9506750131912004e+140
493,8.045502931317959e+139,1.9506750131912004e+140
494,8.045502931317959e+139,1.9506750131912004e+140
495,8.045502931317959e+139,1.9506750131912004e+140
496,8.045502931317959e+139,1.9506750131912004e+140
497,8.045502931317959e+139,1.9506750131912004e+140
498,8.045502931317959e+139,1.9506750131912004e+140
499,8.045502931317959e+139,1.9506750131912004e+140
500,8.045502931317959e+139,1.9506750131912004e+140
501,3.6462664342857826e+139,1.9506750131912004e+140
502,3.6462664342857826e+139,1.9506750131912004e+140
503,3.6462664342857826e+139,1.9506750131912004e+140
504,3.6462664342857826e+139,1.9506750131912004e+140
505,3.6462664342857826e+139,1.9506750131912004e+140
506,3.6462664342857826e+139,1.9506750131912004e+140
507,3.6462664342857826e+139,1.9506750131912004e+140
