outer_iter,best_avg,opt_avg
508,3.6462664342857826e+139,1.9506750131912004e+140
509,3.6462664342857826e+139,1.9506750131912004e+140
510,3.6462664342857826e+139,1.9506750131912004e+140
511,3.6462664342857826e+139,1.9506750131912004e+140
512,3.6462664342857826e+139,1.9506750131912004e+140
513,3.6462664342857826e+139,1.9506750131912004e+140
514,3.6462664342857826e+139,1.9506750131912004e+140
515,3.6462664342857826e+139,1.9506750131912004e+140
516,3.6462664342857826e+139,1.813663192127203e+140
517,3.6462664342857826e+139,1.813663192127203e+140
518,3.6462664342857826e+139,1.813663192127203e+140
519,3.6462664342857826e+139,1.739050184068379e+140
520,2.6380387534627026e+139,1.739050184068379e+140
521,2.6380387534627026e+139,1.739050184068379e+140
522,2.6380387534627026e+139,1.739050184068379e+140
523,2.6380387534627026e+139,1.7390501840683788e+140
524,2.6380387534627026e+139,1.7390501840683788e+140
525,2.6380387534627026e+139,1.2829900917280703e+140
526,2.6380387534627026e+139,1.2829900917280703e+140
527,2.6380387534627026e+139,1.2829900917280703e+140
528,2.6380387534627026e+139,1.2829900917280703e+140
529,2.6380387534627026e+139,1.2829900917280703e+140
530,2.6380387534627026e+139,1.2829900917280703e+140
531,2.6380387534627026e+139,1.2829900917280703e+140
532,2.6380387534627026e+139,1.2829900917280703e+140
533,2.6380387534627026e+139,1.2829900917280703e+140
534,3.749718149803274e+138,1.2829900917280703e+140
535,3.749718149803274e+138,1.2829900917280703e+140
536,3.749718149803274e+138,1.2829900917280703e+140
537,3.749718149803274e+138,1.2829900917280703e+140
538,3.749718149803274e+138,1.2829900917280703e+140
539,3.749718149803274e+138,1.2829900917280703e+140
540,3.749718149803274e+138,1.2829900917280703e+140
541,3.749718149803274e+138,1.2829900917280703e+140
542,3.749718149803274e+138,1.2829900917280703e+140
543,3.749718149803274e+138,1.2829900917280703e+140
544,3.749718149803274e+138,1.2829900917280703e+140
545,3.749718149803274e+138,1.2829900917280703e+140
546,3.749718149803274e+138,1.2829900917280703e+140
547,3.749718149803274e+138,1.2829900917280703e+140
548,3.749718149803274e+138,1.2829900917280703e+140
549,3.749718149803274e+138,1.2829900917280703e+140
550,3.749718149803274e+138,1.2829900917280703e+140
551,3.749718149803274e+138,1.2829900917280703e+140
552,3.749718149803274e+138,1.2829900917280703e+140
553,3.749718149803274e+138,1.2829900917280703e+140
554,3.749718149803274e+138,1.2829900917280703e+140
555,3.749718149803274e+138,1.2829900917280703e+140
556,3.749718149803274e+138,1.2829900917280703e+140
557,3.749718149803274e+138,1.2829900917280703e+140
558,3.749718149803274e+138,1.2829900917280703e+140
559,3.749718149803274e+138,1.2829900917280703e+140
560,3.749718149803274e+138,1.2829900917280703e+140
561,2.6660249150497214e+138,1.2829900917280703e+140
562,2.6660249150497214e+138,1.2829900917280703e+140
563,2.6660249150497214e+138,1.2829900917280703e+140
564,1.0355494283333159e+138,1.2829900917280703e+140
565,1.0355494283333159e+138,3.344794462580998e+139
566,1.0355494283333159e+138,3.344794462580998e+139
567,1.0355494283333159e+138,3.344794462580998e+139
568,1.0355494283333159e+138,3.344794462580998e+139
569,1.0355494283333159e+138,3.344794462580998e+139
570,1.0355494283333159e+138,3.344794462580998e+139
571,1.0355494283333159e+138,3.344794462580998e+139
572,1.0355494283333159e+138,3.344794462580998e+139
573,1.0355494283333159e+138,3.344794462580998e+139
574,1.0355494283333159e+138,3.344794462580998e+139
575,1.0355494283333159e+138,3.344794462580998e+139
576,1.0355494283333159e+138,3.344794462580998e+139
577,1.0355494283333159e+138,3.344794462580998e+139
578,1.0355494283333159e+138,3.344794462580998e+139
579,1.0355494283333159e+138,3.344794462580998e+139
580,1.0355494283333159e+138,3.344794462580998e+139
581,1.0355494283333159e+138,3.344794462580998e+139
582,1.0355494283333159e+138,3.344794462580998e+139
583,1.0355494283333159e+138,3.344794462580998e+139
584,1.0355494283333159e+138,3.344794462580998e+139
585,1.0355494283333159e+138,3.344794462580998e+139
586,1.0355494283333159e+138,3.344794462580998e+139
587,1.0355494283333159e+138,3.344794462580998e+139
588,1.0355494283333159e+138,3.131239092794065e+139
589,1.0355494283333159e+138,3.1312390927940644e+139
590,1.0355494283333159e+138,3.1312390927940644e+139
591,1.0355494283333159e+138,3.1312390927940644e+139
592,1.0355494283333159e+138,3.1312390927940644e+139
593,1.0355494283333159e+138,3.1312390927940644e+139
594,1.0355494283333159e+138,3.1312390927940644e+139
595,1.0355494283333159e+138,3.1312390927940644e+139
596,1.0355494283333159e+138,3.1312390927940644e+139
597,1.0355494283333159e+138,3.1312390927940644e+139
598,1.0355494283333159e+138,3.1312390927940644e+139
599,1.0355494283333159e+138,3.1312390927940644e+139
600,1.0355494283333159e+138,3.1312390927940644e+139
601,1.0355494283333159e+138,3.1312390927940644e+139
602,1.0355494283333159e+138,3.1312390927940644e+139
603,1.0355494283333159e+138,3.1312390927940644e+139
604,1.0355494283333159e+138,3.1312390927940644e+139
605,1.0355494283333159e+138,3.1312390927940644e+139
606,1.0355494283333159e+138,3.1312390927940644e+139
607,1.0355494283333159e+138,3.1312390927940644e+139
608,1.0355494283333159e+138,2.505103188466063e+139
609,1.0355494283333159e+138,2.505103188466063e+139
610,1.0355494283333159e+138,2.505103188466063e+139
611,1.0355494283333159e+138,2.505103188466063e+139
612,1.0355494283333159e+138,2.505103188466063e+139
613,1.0355494283333159e+138,2.505103188466063e+139
614,1.0355494283333159e+138,2.505103188466063e+139
615,1.0355494283333159e+138,2.505103188466063e+139
616,1.0355494283333159e+138,2.3420463643783542e+139
617,1.0355494283333159e+138,2.3420463643783542e+139
618,9.928728430010904e+137,2.3420463643783542e+139
619,9.928728430010904e+137,2.3420463643783542e+139
620,9.928728430010904e+137,2.3420463643783542e+139
621,9.928728430010904e+137,2.3420463643783542e+139
622,9.928728430010904e+137,2.3420463643783542e+139
623,9.928728430010904e+137,2.3420463643783542e+139
624,9.928728430010904e+137,2.3420463643783542e+139
625,9.928728430010904e+137,2.3420463643783542e+139
626,9.928728430010904e+137,2.3420463643783542e+139
627,9.928728430010904e+137,2.3420463643783542e+139
628,8.417443044326591e+137,2.3420463643783542e+139
629,8.417443044326591e+137,2.3420463643783542e+139
630,8.417443044326591e+137,2.3420463643783542e+139
631,8.417443044326591e+137,2.3420463643783542e+139
632,8.417443044326591e+137,2.1430995903717413e+139
633,8.417443044326591e+137,2.1430995903717413e+139
634,8.417443044326591e+137,2.1430995903717413e+139
635,8.417443044326591e+137,2.1430995903717413e+139
636,8.417443044326591e+137,2.1430995903717413e+139
637,8.417443044326591e+137,2.1430995903717413e+139
638,8.417443044326591e+137,2.1430995903717413e+139
639,8.417443044326591e+137,2.1430995903717413e+139
640,8.417443044326591e+137,2.1430995903717413e+139
641,8.417443044326591e+137,2.1430995903717413e+139
642,8.417443044326591e+137,2.1430995903717413e+139
643,8.417443044326591e+137,2.1430995903717413e+139
644,8.417443044326591e+137,2.1430995903717413e+139
645,8.417443044326591e+137,2.1430995903717413e+139
646,8.417443044326591e+137,2.1430995903717413e+139
647,7.0228437908024485e+137,2.1430995903717413e+139
648,7.0228437908024485e+137,2.1430995903717413e+139
649,7.0228437908024485e+137,2.1430995903717413e+139
650,7.0228437908024485e+137,2.1430995903717413e+139
651,7.0228437908024485e+137,2.1430995903717413e+139
652,7.0228437908024485e+137,2.1430995903717413e+139
653,7.0228437908024485e+137,2.1430995903717413e+139
654,7.0228437908024485e+137,2.1430995903717413e+139
655,7.0228437908024485e+137,2.1430995903717413e+139
656,7.0228437908024485e+137,2.1430995903717413e+139
657,7.0228437908024485e+137,2.1430995903717413e+139
658,7.0228437908024485e+137,2.1430995903717413e+139
659,7.0228437908024485e+137,2.1430995903717413e+139
660,1.9988921493496256e+137,1.3803487990446244e+139
661,1.9988921493496256e+137,1.3803487990446146e+139
662,1.9988921493496256e+137,1.3803487990446144e+139
663,1.9988921493496256e+137,1.3803487990446144e+139
664,1.9988921493496256e+137,1.3803487990446144e+139
665,1.9988921493496256e+137,1.3803487990446144e+139
666,1.9988921493496256e+137,1.3803487990446144e+139
667,1.9988921493496256e+137,1.3803487990446144e+139
668,1.9988921493496256e+137,1.3803487990446144e+139
669,1.9988921493496256e+137,1.3803487990446144e+139
670,1.9988921493496256e+137,1.3803487990446144e+139
671,1.9988921493496256e+137,1.3803487990446144e+139
672,1.9988921493496256e+137,1.3803487990446144e+139
673,1.9988921493496256e+137,1.3803487990446144e+139
674,1.9988921493496256e+137,1.3803487990446144e+139
675,1.9988921493496256e+137,1.360001346801291e+139
676,1.9988921493496256e+137,1.360001346801291e+139
677,1.9988921493496256e+137,1.360001346801291e+139
678,1.9988921493496256e+137,1.360001346801291e+139
679,1.9988921493496256e+137,1.2996345073260448e+139
680,1.9988921493496256e+137,1.2996345073260448e+139
681,1.9988921493496256e+137,1.2996345073260448e+139
682,1.9988921493496256e+137,1.2996345073260448e+139
683,1.9988921493496256e+137,1.2996345073260448e+139
684,1.9988921493496256e+137,1.2996345073260448e+139
685,1.9988921493496256e+137,1.2996345073260448e+139
686,1.9988921493496256e+137,1.2996345073260448e+139
687,1.9988921493496256e+137,1.2996345073260448e+139
688,1.9988921493496256e+137,4.3389507445157637e+138
689,1.9988921493496256e+137,4.3389507445157637e+138
690,1.9988921493496256e+137,9.564991765115749e+137
691,1.9988921493496256e+137,9.564991765115749e+137
692,1.9988921493496256e+137,9.564991765115749e+137
693,1.9988921493496256e+137,9.564991765115749e+137
694,1.9988921493496256e+137,9.564991765115749e+137
695,1.9988921493496256e+137,9.564991765115749e+137
696,1.9988921493496256e+137,9.564991765115749e+137
697,1.9988921493496256e+137,9.564991765115749e+137
698,1.9988921493496256e+137,9.564991765115749e+137
699,1.9988921493496256e+137,6.087076759745993e+137
700,1.9988921493496256e+137,6.087076759745993e+137
701,1.9988921493496256e+137,6.087076759745993e+137
702,1.9988921493496256e+137,6.087076759745993e+137
703,1.9988921493496256e+137,6.087076759745993e+137
704,1.9988921493496256e+137,6.087076759745993e+137
705,1.9988921493496256e+137,6.087076759745993e+137
706,1.9988921493496256e+137,6.087076759745993e+137
707,1.9988921493496256e+137,6.087076759745993e+137
708,1.9988921493496256e+137,6.087076759745993e+137
709,1.9988921493496256e+137,6.087076759745993e+137
710,1.9988921493496256e+137,6.087076759745993e+137
711,1.9988921493496256e+137,6.087076759745993e+137
712,1.122234028510012e+137,6.087076759745993e+137
713,1.122234028510012e+137,6.087076759745993e+137
714,1.122234028510012e+137,6.087076759745993e+137
715,1.122234028510012e+137,6.087076759745993e+137
716,1.122234028510012e+137,6.087076759745993e+137
717,1.122234028510012e+137,6.087076759745993e+137
718,1.122234028510012e+137,6.087076759745993e+137
719,1.122234028510012e+137,6.087076759745993e+137
720,1.122234028510012e+137,6.087076759745993e+137
721,1.122234028510012e+137,6.087076759745993e+137
722,1.122234028510012e+137,6.087076759745993e+137
723,1.122234028510012e+137,6.087076759745993e+137
724,1.122234028510012e+137,6.087076759745993e+137
725,1.122234028510012e+137,6.087076759745993e+137
726,1.122234028510012e+137,6.087076759745993e+137
727,1.122234028510012e+137,6.087076759745993e+137
728,1.122234028510012e+137,6.087076759745993e+137
729,1.122234028510012e+137,6.087076759745993e+137
730,1.122234028510012e+137,6.087076759745993e+137
731,1.122234028510012e+137,6.087076759745993e+137
732,1.122234028510012e+137,6.087076759745993e+137
733,1.122234028510012e+137,6.087076759745993e+137
734,1.122234028510012e+137,6.087076759745993e+137
735,1.122234028510012e+137,6.087076759745993e+137
736,1.122234028510012e+137,6.087076759745993e+137
737,1.122234028510012e+137,6.087076759745993e+137
738,1.122234028510012e+137,6.087076759745993e+137
739,1.122234028510012e+137,6.087076759745993e+137
740,1.122234028510012e+137,6.087076759745993e+137
741,1.122234028510012e+137,6.087076759745993e+137
742,1.122234028510012e+137,6.087076759745993e+137
743,1.122234028510012e+137,6.087076759745993e+137
744,1.122234028510012e+137,6.087076759745993e+137
745,1.122234028510012e+137,6.087076759745993e+137
746,1.122234028510012e+137,6.087076759745993e+137
747,1.122234028510012e+137,6.087076759745993e+137
748,1.122234028510012e+137,6.087076759745993e+137
749,1.122234028510012e+137,6.087076759745993e+137
750,1.122234028510012e+137,6.087076759745993e+137
751,1.122234028510012e+137,6.087076759745993e+137
752,1.122234028510012e+137,6.087076759745993e+137
753,1.122234028510012e+137,6.087076759745993e+137
754,1.122234028510012e+137,6.087076759745993e+137
755,1.122234028510012e+137,6.087076759745993e+137
756,1.122234028510012e+137,6.087076759745993e+137
757,1.122234028510012e+137,6.087076759745993e+137
758,1.122234028510012e+137,6.087076759745993e+137
759,1.122234028510012e+137,5.086867043071794e+137
760,1.122234028510012e+137,5.086867043071794e+137
761,1.122234028510012e+137,5.086867043071794e+137
762,1.122234028510012e+137,5.086867043071794e+137
763,1.122234028510012e+137,5.086867043071794e+137
764,1.122234028510012e+137,5.0868670430717935e+137
765,1.122234028510012e+137,5.0868670430717935e+137
766,1.122234028510012e+137,5.0868670430717935e+137
767,1.122234028510012e+137,5.0868670430717935e+137
768,1.122234028510012e+137,5.0868670430717935e+137
769,1.122234028510012e+137,5.0868670430717935e+137
770,1.122234028510012e+137,5.0868670430717935e+137
771,1.122234028510012e+137,4.501143721257796e+137
772,1.122234028510012e+137,4.501143721257796e+137
773,1.122234028510012e+137,4.501143721257795e+137
774,1.122234028510012e+137,4.501143721257795e+137
775,1.122234028510012e+137,4.501143721257795e+137
776,1.122234028510012e+137,4.501143721257795e+137
777,1.122234028510012e+137,4.501143721257795e+137
778,1.122234028510012e+137,4.501143721257795e+137
779,1.122234028510012e+137,4.501143721257795e+137
780,1.122234028510012e+137,4.501143721257795e+137
781,1.122234028510012e+137,4.247966028215294e+137
782,1.0398237014507012e+137,4.247966028215294e+137
783,1.0398237014507012e+137,4.247966028215294e+137
784,1.0398237014507012e+137,4.247966028215294e+137
785,1.0398237014507012e+137,4.247966028215294e+137
786,1.0398237014507012e+137,4.247966028215294e+137
787,1.0398237014507012e+137,4.247966028215294e+137
788,1.0398237014507012e+137,4.247966028215294e+137
789,1.0398237014507012e+137,4.247966028215294e+137
790,1.0398237014507012e+137,4.1540085801835786e+137
791,1.0398237014507012e+137,4.1540085801835786e+137
792,1.0398237014507012e+137,4.1540085801835786e+137
793,2.9562367506657615e+136,4.1540085801835786e+137
794,2.9562367506657615e+136,4.1540085801835786e+137
795,2.9562367506657615e+136,4.1540085801835786e+137
796,2.9562367506657615e+136,4.1540085801835786e+137
797,2.9562367506657615e+136,4.1540085801835786e+137
798,2.9562367506657615e+136,4.1540085801835786e+137
799,2.9562367506657615e+136,4.1540085801835786e+137
800,2.9562367506657615e+136,4.1540085801835786e+137
801,2.9562367506657615e+136,4.1540085801835786e+137
802,2.9562367506657615e+136,4.1540085801835786e+137
803,2.9562367506657615e+136,4.1540085801835786e+137
804,2.9562367506657615e+136,4.1540085801835786e+137
805,2.9562367506657615e+136,4.1540085801835786e+137
806,2.9562367506657615e+136,4.1540085801835786e+137
807,2.9562367506657615e+136,4.1540085801835786e+137
808,2.9562367506657615e+136,4.1540085801835786e+137
809,2.9562367506657615e+136,4.1540085801835786e+137
810,2.9562367506657615e+136,4.1540085801835786e+137
811,2.9562367506657615e+136,4.1540085801835786e+137
812,2.9562367506657615e+136,4.1540085801835786e+137
813,2.9562367506657615e+136,4.1540085801835786e+137
814,2.9562367506657615e+136,4.1540085801835786e+137
815,2.9562367506657615e+136,4.1540085801835786e+137
816,2.9562367506657615e+136,4.1540085801835786e+137
817,2.9562367506657615e+136,4.1540085801835786e+137
818,2.9562367506657615e+136,4.1540085801835786e+137
819,2.9562367506657615e+136,4.1540085801835786e+137
820,2.9562367506657615e+136,4.1540085801835786e+137
821,2.9562367506657615e+136,4.1540085801835786e+137
822,2.9562367506657615e+136,4.1540085801835786e+137
823,2.9562367506657615e+136,4.1540085801835786e+137
824,2.9562367506657615e+136,4.1540085801835786e+137
825,2.9562367506657615e+136,4.1540085801835786e+137
826,2.9562367506657615e+136,4.1540085801835786e+137
827,2.9562367506657615e+136,4.1540085801835786e+137
828,2.9562367506657615e+136,5.546842369036076e+136
829,2.9562367506657615e+136,5.546842369036076e+136
830,2.9562367506657615e+136,5.546842369036076e+136
831,2.9562367506657615e+136,5.546842369036076e+136
832,2.9562367506657615e+136,5.546842369036075e+136
833,2.9562367506657615e+136,5.546842369036075e+136
834,2.9562367506657615e+136,5.546842369036075e+136
835,2.9562367506657615e+136,5.546842369036075e+136
836,2.9562367506657615e+136,5.546842369036075e+136
837,2.9562367506657615e+136,5.546842369036075e+136
838,2.9562367506657615e+136,5.546842369036075e+136
839,2.9562367506657615e+136,5.546842369036075e+136
840,2.9562367506657615e+136,5.546842369036075e+136
841,2.9562367506657615e+136,5.546842369036075e+136
842,2.9562367506657615e+136,5.546842369036075e+136
843,2.9562367506657615e+136,5.546842369036075e+136
844,2.9562367506657615e+136,5.546842369036075e+136
845,2.9562367506657615e+136,5.546842369036075e+136
846,2.9562367506657615e+136,5.546842369036075e+136
847,2.9562367506657615e+136,5.546842369036075e+136
848,2.9562367506657615e+136,5.546842369036075e+136
849,2.9562367506657615e+136,5.546842369036075e+136
850,2.9562367506657615e+136,5.546842369036075e+136
851,2.9562367506657615e+136,5.546842369036075e+136
852,2.9562367506657615e+136,5.546842369036075e+136
853,2.9562367506657615e+136,5.546842369036075e+136
854,2.9562367506657615e+136,5.546842369036075e+136
855,2.9562367506657615e+136,5.455370068669947e+136
856,2.9562367506657615e+136,5.455370068669947e+136
857,2.9562367506657615e+136,5.455370068669947e+136
858,2.9562367506657615e+136,5.455370068669947e+136
859,2.9562367506657615e+136,5.455370068669947e+136
860,2.9562367506657615e+136,5.455370068669947e+136
861,2.9562367506657615e+136,5.455370068669947e+136
862,2.9562367506657615e+136,5.455370068669947e+136
863,2.9562367506657615e+136,5.455370068669947e+136
864,2.9562367506657615e+136,5.455370068669947e+136
865,2.9562367506657615e+136,5.455370068669947e+136
866,2.9562367506657615e+136,5.455370068669947e+136
867,2.9562367506657615e+136,5.455370068669947e+136
868,2.9562367506657615e+136,5.455370068669947e+136
869,2.9562367506657615e+136,5.455370068669947e+136
870,2.9562367506657615e+136,5.455370068669947e+136
871,2.9562367506657615e+136,5.455370068669947e+136
872,2.9562367506657615e+136,5.455370068669947e+136
873,2.9562367506657615e+136,5.455370068669947e+136
874,2.9562367506657615e+136,5.455370068669947e+136
875,2.9562367506657615e+136,5.455370068669947e+136
876,2.9562367506657615e+136,5.455370068669947e+136
877,2.9562367506657615e+136,5.455370068669947e+136
878,2.9562367506657615e+136,5.455370068669947e+136
879,2.9562367506657615e+136,5.455370068669947e+136
880,2.9562367506657615e+136,5.455370068669947e+136
881,2.9562367506657615e+136,5.455370068669947e+136
882,2.9562367506657615e+136,5.455370068669947e+136
883,2.9562367506657615e+136,5.455370068669947e+136
884,2.9562367506657615e+136,5.455370068669947e+136
885,2.9562367506657615e+136,5.455370068669947e+136
886,2.9562367506657615e+136,5.455370068669947e+136
887,2.9562367506657615e+136,5.455370068669947e+136
888,8.811246841106291e+135,5.455370068669947e+136
889,8.811246841106291e+135,5.455370068669947e+136
890,8.811246841106291e+135,5.455370068669947e+136
891,8.811246841106291e+135,5.455370068669947e+136
892,8.811246841106291e+135,5.455370068669947e+136
893,8.811246841106291e+135,5.455370068669947e+136
894,8.811246841106291e+135,5.455370068669947e+136
895,8.811246841106291e+135,5.455370068669947e+136
896,8.811246841106291e+135,5.455370068669947e+136
897,8.811246841106291e+135,5.455370068669947e+136
898,8.811246841106291e+135,5.455370068669947e+136
899,8.811246841106291e+135,5.455370068669947e+136
900,8.811246841106291e+135,5.455370068669947e+136
901,8.811246841106291e+135,5.455370068669947e+136
902,8.811246841106291e+135,1.9217710031450982e+136
903,8.811246841106291e+135,1.9217710031450982e+136
904,8.811246841106291e+135,1.9217710031450982e+136
905,8.811246841106291e+135,1.9217710031450982e+136
906,8.811246841106291e+135,1.9217710031450982e+136
907,8.811246841106291e+135,1.9217710031450982e+136
908,8.811246841106291e+135,1.9217710031450982e+136
909,8.811246841106291e+135,1.9217710031450982e+136
910,8.811246841106291e+135,1.5332802910534802e+136
911,8.811246841106291e+135,1.5332802910534802e+136
912,8.811246841106291e+135,1.5332802910534802e+136
913,8.811246841106291e+135,1.5332802910534802e+136
914,8.811246841106291e+135,1.5144226474651801e+136
915,8.000968786914834e+135,1.5144226474651801e+136
916,8.000968786914834e+135,1.5144226474651801e+136
917,8.000968786914834e+135,1.5144226474651801e+136
918,8.000968786914834e+135,1.5144226474651801e+136
919,8.000968786914834e+135,1.5144226474651801e+136
920,8.000968786914834e+135,1.5144226474651801e+136
921,8.000968786914834e+135,1.5144226474651801e+136
922,8.000968786914834e+135,1.5144226474651801e+136
923,1.419966528613057e+135,1.5144226474651801e+136
924,1.419966528613057e+135,1.5144226474651801e+136
925,1.419966528613057e+135,1.5144226474651801e+136
926,1.419966528613057e+135,1.5144226474651801e+136
927,1.419966528613057e+135,1.5144226474651801e+136
928,1.419966528613057e+135,1.5144226474651801e+136
929,1.419966528613057e+135,1.5144226474651801e+136
930,1.419966528613057e+135,1.5144226474651801e+136
931,1.419966528613057e+135,1.5144226474651801e+136
932,1.419966528613057e+135,1.5144226474651801e+136
933,1.419966528613057e+135,1.5144226474651801e+136
934,1.419966528613057e+135,1.5144226474651801e+136
935,1.419966528613057e+135,1.5144226474651801e+136
936,1.419966528613057e+135,1.5144226474651801e+136
937,1.419966528613057e+135,1.5144226474651801e+136
938,1.419966528613057e+135,1.5144226474651801e+136
939,1.419966528613057e+135,1.5144226474651801e+136
940,1.0182829988790698e+135,1.5144226474651801e+136
941,1.0182829988790698e+135,1.5144226474651801e+136
942,1.0182829988790698e+135,1.5144226474651801e+136
943,1.0182829988790698e+135,1.5144226474651801e+136
944,1.0182829988790698e+135,1.5144226474651801e+136
945,1.0182829988790698e+135,1.5144226474651801e+136
946,1.0182829988790698e+135,1.5144226474651801e+136
947,1.0182829988790698e+135,1.5144226474651801e+136
948,1.0182829988790698e+135,1.5144226474651801e+136
949,1.0182829988790698e+135,1.5144226474651801e+136
950,1.0182829988790698e+135,1.5144226474651801e+136
951,1.0182829988790698e+135,1.5144226474651801e+136
952,1.0182829988790698e+135,1.5144226474651801e+136
953,1.0182829988790698e+135,1.5144226474651801e+136
954,1.0182829988790698e+135,1.5144226474651801e+136
955,1.0182829988790698e+135,1.5144226474651801e+136
956,1.0182829988790698e+135,1.5144226474651801e+136
957,1.0182829988790698e+135,1.5144226474651801e+136
958,1.0182829988790698e+135,1.5144226474651801e+136
959,1.0182829988790698e+135,1.5144226474651801e+136
960,1.0182829988790698e+135,1.5144226474651801e+136
961,1.0182829988790698e+135,1.5144226474651801e+136
962,1.0182829988790698e+135,1.5144226474651801e+136
963,1.0182829988790698e+135,1.469456475626737e+136
964,1.0182829988790698e+135,1.469456475626737e+136
965,1.0182829988790698e+135,1.469456475626737e+136
966,1.0182829988790698e+135,1.469456475626737e+136
967,1.0182829988790698e+135,1.469456475626737e+136
968,1.0182829988790698e+135,1.469456475626737e+136
969,1.0182829988790698e+135,1.469456475626737e+136
970,1.0182829988790698e+135,1.469456475626737e+136
971,1.0182829988790698e+135,1.469456475626737e+136
972,1.0182829988790698e+135,1.469456475626737e+136
973,1.0182829988790698e+135,1.469456475626737e+136
974,5.467182876477089e+134,1.469456475626737e+136
975,5.467182876477089e+134,1.469456475626737e+136
976,5.467182876477089e+134,1.469456475626737e+136
977,5.467182876477089e+134,1.469456475626737e+136
978,5.467182876477089e+134,1.469456475626737e+136
979,5.467182876477089e+134,1.469456475626737e+136
980,5.467182876477089e+134,1.469456475626737e+136
981,5.467182876477089e+134,1.469456475626737e+136
982,5.467182876477089e+134,1.469456475626737e+136
983,5.467182876477089e+134,1.469456475626737e+136
984,5.467182876477089e+134,1.469456475626737e+136
985,5.467182876477089e+134,1.469456475626737e+136
986,5.467182876477089e+134,1.469456475626737e+136
987,5.467182876477089e+134,1.469456475626737e+136
988,5.467182876477089e+134,1.469456475626737e+136
989,5.467182876477089e+134,1.469456475626737e+136
990,5.467182876477089e+134,1.469456475626737e+136
991,5.467182876477089e+134,1.469456475626737e+136
992,5.467182876477089e+134,1.469456475626737e+136
993,5.467182876477089e+134,1.469456475626737e+136
994,5.467182876477089e+134,1.469456475626737e+136
995,5.467182876477089e+134,1.469456475626737e+136
996,5.467182876477089e+134,1.469456475626737e+136
997,5.467182876477089e+134,1.469456475626737e+136
998,5.467182876477089e+134,1.469456475626737e+136
999,5.467182876477089e+134,1.469456475626737e+136
1000,5.467182876477089e+134,1.469456475626737e+136
1001,5.467182876477089e+134,1.469456475626737e+136
1002,5.467182876477089e+134,1.469456475626737e+136
1003,5.467182876477089e+134,1.469456475626737e+136
1004,5.467182876477089e+134,1.469456475626737e+136
1005,5.467182876477089e+134,5.486791782003579e+135
1006,5.467182876477089e+134,5.4689246983322375e+135
